Locality,Property_Type,BHK,Bathrooms,Balconies,Area_SqFt,Age_Years,Floor_No,Total_Floors,Furnishing,Parking_Spaces,Distance_From_Metro_KM,Price_INR
Paschim Vihar,Apartment,2,2,2,1078.0,31,5,14,Unfurnished,0,1.32,6961000.0
Greater Kailash,Builder Floor,2,2,0,1057.5,12,13,22,Unfurnished,0,0.64,12683000.0
Paschim Vihar,Villa,4,2,3,3826.9,25,2,11,Unfurnished,1,4.32,35179000.0
Golf Links,Apartment,1,1,1,1091.9,3,9,16,Unfurnished,1,0.35,19080000.0
Defence Colony,Apartment,4,2,1,811.8,20,10,15,Fully-Furnished,1,8.13,14634000.0
Paschim Vihar,Apartment,2,2,2,1208.5,25,11,19,Semi-Furnished,2,0.63,9149000.0
Janakpuri,Builder Floor,3,3,1,1605.7,4,12,14,Unfurnished,1,14.46,10781000.0
Najafgarh,Builder Floor,3,3,1,1343.1,5,0,7,Semi-Furnished,1,0.44,7090000.0
Najafgarh,Apartment,4,3,0,1088.3,19,14,19,Semi-Furnished,1,5.38,4226000.0
Paschim Vihar,Apartment,2,2,1,873.3,11,1,7,Unfurnished,2,0.24,7277000.0
Saket,Apartment,3,2,1,627.0,6,14,21,Fully-Furnished,1,1.24,8075000.0
Defence Colony,Independent House,2,2,0,2035.5,35,8,13,Unfurnished,0,0.16,27625000.0
Greater Kailash,Apartment,4,3,1,1757.0,22,11,16,Unfurnished,1,2.95,27417000.0
Rohini,Apartment,4,4,1,1304.0,17,12,17,Semi-Furnished,1,2.06,9440000.0
Pitampura,Apartment,3,3,0,558.8,20,13,18,Semi-Furnished,1,4.41,2758000.0
Najafgarh,Independent House,4,4,3,2009.8,38,12,19,Semi-Furnished,0,0.88,9703000.0
Pitampura,Independent House,3,3,1,1893.0,31,5,9,Unfurnished,0,1.57,9845000.0
Najafgarh,Apartment,3,3,2,612.5,29,0,8,Semi-Furnished,1,0.3,1849000.0
Rohini,Apartment,1,1,1,836.4,32,8,16,Unfurnished,1,3.05,3370000.0
Najafgarh,Apartment,2,2,2,1935.8,14,7,10,Semi-Furnished,0,1.47,8266000.0
Dwarka,Builder Floor,3,3,1,1167.6,23,13,21,Fully-Furnished,0,0.71,8149000.0
Mayur Vihar,Apartment,2,2,1,1729.3,32,6,15,Unfurnished,2,0.5,9343000.0
Shahdara,Apartment,3,3,0,1124.9,23,2,10,Unfurnished,1,0.88,5713000.0
Saket,Independent House,3,3,2,913.5,23,5,12,Semi-Furnished,2,1.59,10407000.0
Model Town,Apartment,3,2,0,956.8,25,14,22,Semi-Furnished,1,1.4,10033000.0
Hauz Khas,Apartment,3,3,2,1364.4,29,9,15,Unfurnished,0,0.25,17490000.0
Janakpuri,Builder Floor,5,2,3,1021.1,6,11,15,Unfurnished,2,4.38,10054000.0
Najafgarh,Apartment,3,3,2,384.5,30,14,23,Semi-Furnished,1,4.34,1384000.0
Defence Colony,Builder Floor,2,2,0,1223.1,12,0,5,Unfurnished,2,0.27,17915000.0
Shahdara,Independent House,3,3,2,457.4,13,1,2,Fully-Furnished,1,1.0,3442000.0
Mayur Vihar,Apartment,3,3,0,1842.5,14,11,16,Unfurnished,0,1.84,11027000.0
Model Town,Apartment,5,3,0,1144.3,36,11,12,Unfurnished,0,4.71,9453000.0
Paschim Vihar,Independent House,3,3,2,2375.3,9,1,6,Semi-Furnished,2,1.46,24068000.0
Janakpuri,Apartment,2,2,0,886.7,30,10,15,Unfurnished,0,6.1,5405000.0
Dwarka,Villa,1,1,0,3505.4,6,11,19,Unfurnished,1,1.53,34317000.0
Greater Kailash,Apartment,2,2,2,1126.8,27,7,12,Unfurnished,1,4.74,15569000.0
Vikaspuri,Apartment,5,3,2,888.5,19,12,19,Unfurnished,1,6.02,6159000.0
Uttam Nagar,Villa,3,3,2,3703.1,34,10,15,Semi-Furnished,1,4.42,22247000.0
Janakpuri,Villa,3,3,0,3292.9,29,8,15,Semi-Furnished,2,5.85,28264000.0
Mayur Vihar,Independent House,1,1,1,2319.6,32,4,13,Unfurnished,1,0.01,12498000.0
Model Town,Apartment,2,2,0,1360.1,30,12,15,Fully-Furnished,2,1.05,12053000.0
